"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName"
"54","ENSMZEG00005001608",6693.54589448221,0.489500234991353,0.14431469194292,3.39189467407077,0.000694111167534212,0.0118820456463633,"eno2"
"55","ENSMZEG00005001664",148.694347463662,0.393820846488316,0.101909844808011,3.86440433924943,0.00011136062141432,0.00315246968676273,"rnf169"
"56","ENSMZEG00005001668",150.871546578649,1.02154727582146,0.255483897332011,3.99848008617904,6.37505435036467e-05,0.00205164324979514,"lipt2"
"58","ENSMZEG00005001723",763.370115279093,0.449110544396047,0.134132793872251,3.34825311119505,0.000813227023782047,0.0133739597216203,"usp40"
"59","ENSMZEG00005001726",1628.91972527454,0.267814282687913,0.0951946295451416,2.81333394507213,0.00490307026215417,0.046324569202145,"glrbb"
"61","ENSMZEG00005001813",991.849432827344,0.243334243144946,0.076363180056851,3.1865388916987,0.0014398612782237,0.0200037870438935,"larp4aa"
"63","ENSMZEG00005001856",511.256332818133,0.577511821482612,0.126312867266544,4.57207435774499,4.82919494510554e-06,0.000294411061560157,"bcl9"
"64","ENSMZEG00005001861",527.647597121014,0.82090129997183,0.2736021020897,3.00034719653835,0.00269672022062873,0.0308536519360169,"ark2ca"
"65","ENSMZEG00005001865",13.8078219688491,1.74022590405348,0.474314600257315,3.66892754958293,0.000243570086997604,0.00556217439558698,"rxfp1"
"67","ENSMZEG00005001969",160.491205812476,0.526028442869026,0.186209484552981,2.82492830121851,0.00472911969952142,0.0453071756520604,"SLC24A2"
"69","ENSMZEG00005001983",2008.71432848252,0.564931290505198,0.199513427258486,2.83154521611863,0.00463236834353978,0.044610076959809,"DOP1B"
"70","ENSMZEG00005002015",2.87883238682667,4.2007170585758,1.31374319662867,3.19751764983879,0.00138615928267069,0.0195594737354292,"pthlha"
"71","ENSMZEG00005002022",3169.72221819575,0.856333725710549,0.23262887618964,3.68111534447883,0.000232215917413711,0.00536808968103293,"mfn1b"
"72","ENSMZEG00005002112",1206.20242812171,1.00020998672078,0.344811856959874,2.90074127827101,0.00372281111444651,0.0382070408006664,"anapc2"
"75","ENSMZEG00005002200",152.890717937566,0.581687102513886,0.177936694422997,3.26906771197559,0.00107902476337021,0.0164270962963284,"usp13"
"76","ENSMZEG00005002205",1372.96897905622,0.263437060785295,0.0830011957618484,3.17389476581955,0.00150408212323995,0.0205916874178032,"yipf3"
"77","ENSMZEG00005002258",1020.29742864525,0.598305178831593,0.16005037167709,3.73823048682888,0.000185320013713816,0.00457010477764509,"LRP1B"
"78","ENSMZEG00005002314",70.7825433979183,0.701180963664238,0.224380170117118,3.12496850010518,0.00177824100920887,0.0231258113739015,"tbl1x"
